代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
4231, 0P00019KY8, 中欧行业成长混合(LOF) -C, 积极配置型,4,0,17.03
519987, F0000004GE, 长信恒利优势混合, 积极配置型,4,3,11.6
1076, 0P00015KX1, 易方达改革红利混合, 积极配置型,4,4,13.85
1008, 0P000156SE, 工银国企改革主题股票, 普通股票型,4,4,20.68
1163, 0P00015R10, 银华中国梦30股票, 普通股票型,4,4,14.43
240009, F000000415, 华宝先进成长混合, 积极配置型,4,2,15.99
971, 0P000156JL, 诺安新经济股票, 普通股票型,4,2,12.67
270028, 0P0000TVGO, 广发制造业精选混合A, 积极配置型,4,3,6.2
4616, 0P0001AIRX, 中欧电子信息产业沪港深股票A, 沪港深股票型基金,4,0,7.83
660004, F0000004HA, 农银策略价值混合, 积极配置型,4,4,15.53
398051, 0P0000Q7VG, 中海环保新能源混合, 标准混合型基金,4,3,9.29
1825, 0P00019N0J, 建信中国制造2025股票, 普通股票型,4,0,12.06
547, 0P000123ZD, 建信健康民生混合, 积极配置型,4,4,10.53
1482, 0P00016AJL, 上投摩根新兴服务股票, 普通股票型,4,3,15.06
310308, F0000003VO, 申万菱信盛利精选混合, 标准混合型基金,4,4,17.11
233011, 0P0000VBXA, 大摩主题优选混合, 积极配置型,4,4,15.32
70032, 0P0000W8X4, 嘉实优化红利混合, 积极配置型,4,5,16.82
1040, 0P00015H5N, 新华策略精选股票, 普通股票型,4,4,12.97
180018, F0000004F7, 银华和谐主题混合, 积极配置型,4,5,15.67
5075, 0P0001BKQH, 富国研究量化精选混合, 积极配置型,4,0,16.93
163807, F0000004EQ, 中银优选混合, 积极配置型,4,4,12.88
17, 0P0000Y35B, 财通可持续发展主题混合, 积极配置型,4,3,15
1616, 0P000171KA, 嘉实环保低碳股票, 普通股票型,4,5,-0.5
121005, F000000413, 国投瑞银创新动力混合, 积极配置型,4,4,13.65
160627, 0P000136M3, 鹏华策略优选灵活配置混合, 积极配置型,4,4,17.72
1696, 0P0001B4YG, 南方智造未来股票, 普通股票型,4,0,16.93
5352, 0P0001C8QZ, 鹏扬景泰成长混合A, 积极配置型,4,0,12.57
257050, F0000004GR, 国联安主题驱动混合, 积极配置型,4,2,15.21
1881, 0P00016S5P, 中欧新趋势混合(LOF) -E, 积极配置型,4,5,15.74
166001, F00000041U, 中欧新趋势混合(LOF) -A, 积极配置型,4,5,15.74
40004, F0000003WK, 华安宝利配置混合, 积极配置型,4,3,17.08
530011, 0P0000Q3WO, 建信内生动力混合, 积极配置型,4,4,11.51
165313, 0P0000YBN0, 建信优势动力混合(LOF), 积极配置型,4,4,10.16
5353, 0P0001C8R0, 鹏扬景泰成长混合C, 积极配置型,4,0,12.53
1888, 0P00016S5T, 中欧盛世成长混合 (LOF) -E, 积极配置型,4,4,12.62
410007, F0000004G1, 华富价值增长混合, 积极配置型,4,4,11.57
519097, 0P0000S1IW, 新华中小市值优选混合, 积极配置型,4,3,1.49
20, 0P0000Y2IW, 景顺长城品质投资混合, 积极配置型,4,4,12.73
5267, 0P0001BU8U, 嘉实价值精选股票, 沪港深股票型基金,4,0,15.93
652, 0P000137FC, 博时裕隆灵活配置混合, 积极配置型,4,4,10.16
50010, F0000004A2, 博时特许价值混合A, 积极配置型,4,4,1.99
121006, F0000004A8, 国投瑞银稳健增长混合, 标准混合型基金,4,4,12.26
1955, 0P00017O2F, 中欧养老产业混合, 积极配置型,4,0,6.15
610004, F0000004HC, 信达澳银中小盘混合, 积极配置型,4,3,0.18
161219, 0P0000UINU, 国投瑞银新兴产业混合(LOF), 积极配置型,4,4,12.14
110013, F0000004DS, 易方达科翔混合, 积极配置型,4,4,10.04
20023, 0P0000TOF3, 国泰事件驱动策略混合, 积极配置型,4,5,5.04
166011, 0P0000VDDB, 中欧盛世成长混合 (LOF) -A, 积极配置型,4,4,12.62
519091, F0000004G6, 新华泛资源优势混合, 积极配置型,4,5,9.61
70019, 0P0000NRQT, 嘉实价值优势混合, 积极配置型,4,4,18.45
163409, 0P0000SSDU, 兴全绿色投资混合(LOF), 积极配置型,4,3,13.41
788, 0P00013Z9C, 前海开源中国成长灵活配置混合, 积极配置型,4,3,2.66
210003, F0000004FZ, 金鹰行业优势混合, 积极配置型,4,3,11.56
1703, 0P0001870D, 银华沪港深增长股票, 沪港深股票型基金,4,0,14.92
4233, 0P00019KY9, 中欧盛世成长混合 (LOF) -C, 积极配置型,4,0,12.52
481017, 0P0000VQ03, 工银量化策略混合, 积极配置型,4,3,12.39
373020, F0000004A5, 上投摩根双核平衡混合, 标准混合型基金,4,4,9.81
124, 0P0000YWKS, 华宝服务优选混合, 积极配置型,4,2,4.11
233007, 0P0000NN33, 大摩卓越成长混合, 积极配置型,4,3,16
690001, F0000004ER, 民生加银品牌蓝筹混合, 积极配置型,4,5,11.11
1306, 0P000162ZE, 中欧永裕混合A, 积极配置型,4,4,12.45
3145, 0P00018H2X, 中融竞争优势股票, 普通股票型,4,0,14.63
530001, F0000003YQ, 建信恒久价值混合, 积极配置型,4,3,10.9
1072, 0P00015MAC, 华安智能装备主题股票, 普通股票型,4,3,10.16
378010, F00000040X, 上投摩根成长先锋混合, 积极配置型,4,3,12.61
163801, F0000003WZ, 中银中国混合(LOF), 积极配置型,4,4,10.22
206009, 0P0000T2DC, 鹏华新兴产业混合, 积极配置型,4,4,6.17
524, 0P00011YE5, 上投摩根民生需求股票, 普通股票型,4,3,15.26
160919, 0P000154MW, 大成产业升级股票(LOF), 普通股票型,4,3,6.47
566, 0P00012HDE, 华泰柏瑞创新升级混合A, 积极配置型,4,4,13.19
1885, 0P00016S5U, 中欧新蓝筹混合 -E, 积极配置型,4,5,15.47
867, 0P000153PD, 华宝品质生活股票, 普通股票型,4,4,15.27
450009, 0P0000Q3WN, 国富中小盘股票, 普通股票型,4,4,19.54
793, 0P000148Y5, 工银高端制造行业股票, 普通股票型,4,2,5.98
202023, 0P0000S1IU, 南方优选成长混合A, 标准混合型基金,4,5,14.23
162208, F00000041I, 泰达宏利首选企业股票, 普通股票型,4,3,9.55
2595, 0P00017U0U, 博时工业4.0主题股票, 普通股票型,4,0,12.99
166002, F0000004AM, 中欧新蓝筹混合 -A, 积极配置型,4,5,15.47
210005, 0P0000RR96, 金鹰主题优势混合, 积极配置型,4,2,7.96
519093, F0000004IG, 新华钻石品质企业混合, 积极配置型,4,3,12.34
163809, F0000004IJ, 中银蓝筹精选灵活配置混合, 标准混合型基金,4,3,8.24
580008, 0P0000TWO8, 东吴新产业精选股票A, 沪港深股票型基金,4,0,5.68
127, 0P0000YWVN, 农银行业领先混合, 积极配置型,4,4,15.47
481013, 0P0000SQ22, 工银消费服务混合A, 积极配置型,4,5,13.07
519909, 0P00013266, 华安安顺灵活配置混合, 积极配置型,4,4,6.81
1307, 0P000162ZF, 中欧永裕混合C, 积极配置型,4,4,12.34
166801, 0P0000V9U3, 浙商聚潮新思维混合, 标准混合型基金,4,4,8.94
159957, 0P0001BVHF, 华夏创业板ETF, 普通股票型,4,0,15.26
660003, F0000004EW, 农银平衡双利混合, 标准混合型基金,4,4,13.48
5094, 0P0001C87G, 万家臻选混合, 积极配置型,4,0,-2.6
540004, F0000004CF, 汇丰晋信2026周期混合, 积极配置型,4,4,9.85
1956, 0P000176X0, 国联安科技动力股票, 行业股票 - 科技、传媒及通讯,4,0,11.39
519087, F0000003Y7, 新华优选分红混合, 积极配置型,4,3,10.15
308, 0P0000ZDIT, 建信创新中国混合, 积极配置型,4,4,11.34
660010, 0P0000TT9R, 农银策略精选混合, 积极配置型,4,5,15.55
1490, 0P0001696C, 汇添富国企创新增长股票, 普通股票型,4,4,14.54
161031, 0P000163SA, 富国中证工业4.0指数, 普通股票型,4,2,8.83
589, 0P00012HKY, 光大保德信银发商机主题混合, 积极配置型,4,3,11.64
580005, F0000004F9, 东吴进取策略混合, 积极配置型,4,3,7
519712, 0P0000WEF3, 交银阿尔法核心混合, 积极配置型,4,5,5.97
5206, 0P0001C9JV, 南方优选成长混合C, 标准混合型基金,4,0,14.12
610002, F0000004AG, 信达澳银精华配置混合, 积极配置型,4,4,-1.04
1577, 0P00016AJK, 嘉实低价策略股票, 普通股票型,4,4,17.18
202007, F00000044B, 南方隆元产业主题混合, 积极配置型,4,4,13.36
121002, F0000003VV, 国投瑞银景气行业混合, 标准混合型基金,4,3,13.08
161611, F0000004F3, 融通内需驱动混合, 积极配置型,4,3,6.32
519668, F00000049P, 银河竞争优势成长混合, 积极配置型,4,4,7.22
159952, 0P00019ZCA, 广发创业板ETF, 普通股票型,4,0,14.79
161613, 0P0000VJQD, 融通创业板指数A\B, 普通股票型,4,2,14.87
1781, 0P000177T4, 建信现代服务业股票, 普通股票型,4,0,15.19
4698, 0P0001AJHR, 博时军工主题股票, 普通股票型,4,0,-8.62
4686, 0P0001BEWJ, 华夏研究精选股票, 普通股票型,4,0,14.21
164401, 0P00015MAE, 前海开源中证健康产业指数, 普通股票型,4,3,5.49
519697, 0P0000V7GF, 交银优势行业混合, 标准混合型基金,4,5,5.87
240001, F020240001, 华宝宝康消费品混合, 标准混合型基金,4,3,4.24
340006, F00000040Q, 兴全全球视野股票, 普通股票型,4,3,10.79
1651, 0P00016DLN, 工银瑞信新蓝筹股票A, 普通股票型,4,5,13.12
82, 0P0000YNF7, 嘉实研究阿尔法股票, 普通股票型,4,4,13.79
5310, 0P0001C8QX, 广发电子信息传媒产业精选股票A, 行业股票 - 科技、传媒及通讯,4,0,11.39
1520, 0P0001C6K6, 国投瑞银研究精选股票, 普通股票型,4,0,12.1
160223, 0P00018PLE, 国泰创业板指数（LOF）, 普通股票型,4,0,14.54
1409, 0P00016459, 工银瑞信互联网加股票, 行业股票 - 科技、传媒及通讯,4,3,15.79
928, 0P00014ZW7, 中融国企改革灵活配置混合, 积极配置型,4,4,13.35
519700, 0P0000O9B6, 交银主题优选混合, 积极配置型,4,4,5.32
4870, 0P0001B8CX, 融通创业板指数C, 普通股票型,4,0,14.8
519694, F00000043W, 交银蓝筹混合, 积极配置型,4,3,8.86
4925, 0P0001BP1Y, 长信低碳环保行业量化股票, 普通股票型,4,0,6.93
2656, 0P00017WUP, 南方创业板ETF联接A, 普通股票型,4,0,14.37
110003, F0000003VJ, 易方达上证50指数增强A, 普通股票型,4,5,14.31
1592, 0P00016BJF, 天弘创业板ETF联接A, 普通股票型,4,2,14.47
362, 0P0000ZQ31, 国泰聚信价值优势灵活配置混合A, 积极配置型,4,5,-1.5
161037, 0P0001A0CN, 富国中证高端制造指数增强（LOF）, 普通股票型,4,0,8.34
240002, F020240002, 华宝宝康配置混合, 标准混合型基金,4,3,9.39
309, 0P0000ZJOJ, 大摩品质生活精选股票, 普通股票型,4,4,6.18
729, 0P00013OUD, 建信中小盘先锋股票, 普通股票型,4,3,12.51
549, 0P00012CW6, 华安大国新经济股票, 普通股票型,4,3,6.6
180003, F0000003WI, 银华-道琼斯88指数 A, 普通股票型,4,4,18.99
376510, 0P0000RS8E, 上投摩根大盘蓝筹股票, 普通股票型,4,4,9.85
161033, 0P000178CP, 富国中证智能汽车指数(LOF), 行业股票 - 科技、传媒及通讯,4,0,6.52
866, 0P00014M01, 华宝高端制造股票, 普通股票型,4,3,9.44
1047, 0P00015FPX, 光大保德信国企改革主题股票, 普通股票型,4,4,11.52
3876, 0P000199RO, 华宝沪深300指数增强A, 普通股票型,4,0,12.28
312, 0P0000ZEF5, 华安沪深300增强A, 普通股票型,4,4,12.2
4746, 0P0001ALI0, 易方达上证50指数增强C, 普通股票型,4,0,14.27
540007, F0000004HT, 汇丰晋信中小盘股票, 普通股票型,4,4,1.63
1626, 0P00016GZV, 国泰央企改革股票, 普通股票型,4,4,12.46
1036, 0P000159JQ, 嘉实企业变革股票, 普通股票型,4,3,10.82
363, 0P0000ZQ51, 国泰聚信价值优势灵活配置混合C, 积极配置型,4,5,-1.53
2861, 0P0001AC31, 工银瑞信智能制造股票, 普通股票型,4,0,7.65
1719, 0P000177QR, 工银瑞信国家战略主题股票, 普通股票型,4,0,7.07
260101, F020260101, 景顺长城优选混合, 积极配置型,4,4,0.14
3567, 0P00019HX6, 华夏行业景气混合, 积极配置型,4,0,-4.74
673090, 0P00019KXZ, 西部利得个股精选股票, 普通股票型,4,0,11.31
577, 0P00012E3I, 安信价值精选股票, 普通股票型,4,5,11.63
540006, F0000004FV, 汇丰晋信大盘股票A, 普通股票型,4,5,15.67
960000, 0P000176T7, 汇丰晋信大盘股票H, 普通股票型,4,5,15.68
540010, 0P0000TITD, 汇丰晋信科技先锋股票, 行业股票 - 科技、传媒及通讯,4,3,1.92
3053, 0P00018H2U, 嘉实文体娱乐股票A, 行业股票 - 科技、传媒及通讯,4,0,11.07
213010, F0000004II, 宝盈中证100指数增强A, 普通股票型,4,5,12.32
955, 0P000154UQ, 南方产业活力股票, 普通股票型,4,2,13.83
3298, 0P00018Q6X, 嘉实物流产业股票A, 普通股票型,4,0,3.11
4716, 0P0001ALHR, 信诚量化阿尔法股票, 普通股票型,4,0,12.94
162307, F0000004HB, 海富通中证100指数(LOF)A, 普通股票型,4,4,12.22
3054, 0P00018H2V, 嘉实文体娱乐股票C, 行业股票 - 科技、传媒及通讯,4,0,10.99
320010, F0000004HE, 诺安中证100指数A, 普通股票型,4,5,10.55
5161, 0P0001C90V, 华商上游产业股票, 普通股票型,4,0,5.11
1178, 0P00015UUS, 前海开源再融资主题精选股票, 普通股票型,4,5,2.49
512550, 0P0001A1IR, 嘉实富时中国A50ETF, 普通股票型,4,0,13.98
1725, 0P00019NHM, 汇添富中国高端制造股票, 普通股票型,4,0,10.2
160636, 0P000163Y1, 鹏华中证移动互联网指数（LOF）, 行业股票 - 科技、传媒及通讯,4,4,6.93
519116, 0P0000RQ87, 浦银安盛沪深300指数增强, 普通股票型,4,4,14.92
313, 0P0000ZEF6, 华安沪深300增强C, 普通股票型,4,4,12.14
410008, F0000004I1, 华富中证100指数, 普通股票型,4,4,12.19
835, 0P00014IHW, 华润元大富时中国A50指数A, 普通股票型,4,5,11.8
656, 0P0001356S, 前海开源沪深300指数, 普通股票型,4,4,11.46
161607, F0000003XL, 融通巨潮100指数(LOF)A\B, 普通股票型,4,4,15.3
3299, 0P00018Q6Y, 嘉实物流产业股票C, 普通股票型,4,0,3.04
3579, 0P0001993G, 中金沪深300指数增强C, 普通股票型,4,0,11.42
1974, 0P000182AO, 景顺长城量化新动力股票, 普通股票型,4,0,13.43
1528, 0P00016AT5, 诺安先进制造股票, 普通股票型,4,5,14.07
4484, 0P0001BEWL, 泰达宏利业绩驱动量化股票A, 普通股票型,4,0,11.24
1849, 0P00016TQS, 前海开源强势共识100强等权重股票, 普通股票型,4,4,4.89
1319, 0P000165B4, 农银汇理信息传媒主题股票, 行业股票 - 科技、传媒及通讯,4,5,5.31
2315, 0P000177T8, 创金合信沪深300指数增强C, 普通股票型,4,4,12.96
167702, 0P00019M70, 德邦量化优选股票(LOF)A, 普通股票型,4,0,4.79
167703, 0P00019M71, 德邦量化优选股票(LOF)C, 普通股票型,4,0,4.77
470058, 0P0000T395, 汇添富可转换债券A, 可转债基金,4,5,7
470059, 0P0000T396, 汇添富可转换债券C, 可转债基金,4,4,7.02
4270, 0P0001BHLO, 汇添富民丰回报混合A, 保守混合型基金,4,0,11.32
5040, 0P0001BI6M, 鹏扬景兴混合C, 保守混合型基金,4,0,4.11
240018, 0P0000SOSM, 华宝可转债债券A, 可转债基金,4,3,-0.41
3602, 0P0001913T, 申万菱信安鑫精选混合C, 保守混合型基金,4,0,9.24
4901, 0P0001BKQE, 财通资管鑫锐回报混合C, 保守混合型基金,4,0,2.03
3015, 0P00018CTD, 中金沪深300指数增强A, 普通股票型,4,0,11.47
163808, F0000004GX, 中银中证100指数增强, 普通股票型,4,5,12.17
2310, 0P000177T7, 创金合信沪深300指数增强A, 普通股票型,4,4,12.97
502040, 0P00016A82, 长盛上证50指数（LOF）, 普通股票型,4,4,10.08
1208, 0P00015UUQ, 诺安低碳经济股票A, 普通股票型,4,4,3.19
1685, 0P00018CFA, 汇添富沪港深新价值股票, 香港股票型基金,4,0,21.33
4993, 0P0001BKQF, 中欧可转债债券A, 可转债基金,4,0,5.83
2317, 0P00017MX6, 招商睿逸稳健配置混合, 保守混合型基金,4,0,8.79
4271, 0P0001BHLP, 汇添富民丰回报混合C, 保守混合型基金,4,0,11.26
2387, 0P00017SKW, 工银瑞信沪港深股票A, 香港股票型基金,4,0,16.99
3601, 0P0001913S, 申万菱信安鑫精选混合A, 保守混合型基金,4,0,9.29
4900, 0P0001BKQD, 财通资管鑫锐回报混合A, 保守混合型基金,4,0,2.06
3401, 0P000197W6, 工银瑞信可转债债券, 可转债基金,4,0,3.24
2331, 0P00017IFU, 泰康安泰回报混合, 保守混合型基金,4,0,6.62
340001, F0000003VW, 兴全可转债混合, 可转债基金,4,5,1.54
4258, 0P00019LX3, 国寿安保稳嘉混合A, 保守混合型基金,4,0,2.52
4302, 0P00019SU4, 国寿安保稳信混合C, 保守混合型基金,4,0,2.13
4259, 0P00019LX4, 国寿安保稳嘉混合C, 保守混合型基金,4,0,2.5
4130, 0P00019RFK, 国联安鑫汇混合C, 保守混合型基金,4,0,6.36
2103, 0P0001785L, 招商康泰灵活配置混合, 保守混合型基金,4,0,4.62
4888, 0P0001BDHN, 财通资管鑫逸回报混合A, 保守混合型基金,4,0,0.32
2574, 0P00018E3U, 招商瑞庆灵活配置混合A, 保守混合型基金,4,0,2.04
3458, 0P00019T3Z, 嘉实稳宏债券A, 积极债券型,4,0,3.94
4889, 0P0001BDHO, 财通资管鑫逸回报混合C, 保守混合型基金,4,0,0.29
630109, 0P0000SDKV, 华商稳定增利债券C, 积极债券型,4,5,5.27
3511, 0P00018X16, 长盛可转债债券C, 可转债基金,4,0,0.62
2784, 0P00018N1O, 东方红价值精选混合C, 保守混合型基金,4,0,3.15
1202, 0P00015R99, 东方红领先精选灵活配置混合, 保守混合型基金,4,4,3.94
4129, 0P00019RFJ, 国联安鑫汇混合A, 保守混合型基金,4,0,6.4
4301, 0P00019SU3, 国寿安保稳信混合A, 保守混合型基金,4,0,2.14
932, 0P000155HP, 前海开源睿远稳健增利混合 - A, 保守混合型基金,4,3,1.51
630009, 0P0000SDKU, 华商稳定增利债券A, 积极债券型,4,5,5.34
3161, 0P00018J2V, 南方安泰混合, 保守混合型基金,4,0,2.83
2146, 0P000179G7, 长安鑫益增强混合A, 保守混合型基金,4,0,0.59
2767, 0P00017ZBD, 泰康宏泰回报混合, 保守混合型基金,4,0,3.87
110027, 0P0000T3GV, 易方达安心回报债券 - A, 积极债券型,4,4,4.52
1203, 0P00015R9A, 东方红稳健精选混合A, 保守混合型基金,4,5,1.28
933, 0P000155HQ, 前海开源睿远稳健增利混合 - C, 保守混合型基金,4,3,1.42
110028, 0P0000T3GW, 易方达安心回报债券 - B, 积极债券型,4,4,4.49
470018, 0P00011U3D, 汇添富双利债券A, 积极债券型,4,4,4.18
4756, 0P0001C173, 国寿安保稳吉混合A, 保守混合型基金,4,0,3.57
4757, 0P0001C174, 国寿安保稳吉混合C, 保守混合型基金,4,0,3.55
2006, 0P0001954H, 工银瑞信新得益混合, 保守混合型基金,4,0,3.42
4406, 0P0001BCBG, 国寿安保稳寿混合C, 保守混合型基金,4,0,2.39
110017, F000000497, 易方达增强回报债券 - A, 积极债券型,4,5,3.19
171, 0P0000Z7V9, 易方达裕丰回报债券, 积极债券型,4,5,3.44
2015, 0P0001706D, 南方荣光灵活配置混合A, 保守混合型基金,4,4,3.31
470011, 0P0000WNB6, 汇添富多元收益债券C, 积极债券型,4,4,6.45
720003, 0P000177R9, 财通收益增强债券A, 积极债券型,4,3,3.48
166010, 0P0001BMHI, 中欧鼎利债券A, 积极债券型,4,4,5.65
143, 0P0000YRCF, 鹏华双债加利债券, 积极债券型,4,5,3.74
675083, 0P0001954D, 西部利得祥盈债券C, 积极债券型,4,0,3.58
3459, 0P00019T40, 嘉实稳宏债券C, 积极债券型,4,0,3.9
4517, 0P0001AFDN, 南方安康混合, 保守混合型基金,4,0,2.65
4405, 0P0001BCBF, 国寿安保稳寿混合A, 保守混合型基金,4,0,2.4
